filepath,label,class_name,split
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_127.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_136.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_137.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_138.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_139.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_141.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_142.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_143.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_145.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_146.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_151.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_152.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_153.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_154.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_155.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_156.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_157.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_16.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_160.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_163.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_164.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_166.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_17.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_171.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_173.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_174.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_177.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_18.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_180.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_183.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_184.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_186.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_192.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_193.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_195.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_196.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_198.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_199.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_20.jpeg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_208.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_210.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_212.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_215.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_217.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_220.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_222.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_223.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_225.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_226.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_227.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_238.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_239.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_241.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_242.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_243.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_249.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_255.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_256.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_259.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_261.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_262.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_263.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_265.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_268.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_27.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_270.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_271.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_272.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_273.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_274.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_277.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_278.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_280.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_298.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_34.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_359.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_360.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_361.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_363.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_368.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_373.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_375.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_377.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_392.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_393.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_40.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_405.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_42.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_43.jpeg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_45.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_46.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_47.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_51.png,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_52.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_53.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_54.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_56.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_60.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_64.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_65.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_70.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_78.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_8.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_80.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_81.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_82.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_83.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_84.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_85.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_9.png,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_92.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_95.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_96.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_97.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_99.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_0.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_1.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_10.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_100.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_103.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_104.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_105.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_106.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_108.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_109.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_11.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_112.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_114.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_117.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_119.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_120.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_123.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_125.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_128.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_129.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_13.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_131.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_132.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_134.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_135.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_136.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_139.jpg,2,Bacterial Gill Disease,train
