image_a,image_b,source_dataset_a,source_dataset_b,original_path_a,original_path_b,original_class_a,original_class_b,unified_class_a,unified_class_b,hash_type,hash_value_or_comparison,similarity_or_distance,duplicate_status,cross_dataset,label_relation,recommended_action,reason
roboflow-a492d333faa2,roboflow-628d1257fb95,roboflow,roboflow,train/Parasitic diseases/Parasitic-diseases-17-_jpg.rf.75579b878b14ee5d047307796e6537e9.jpg,train/Parasitic diseases/Parasitic-diseases-4-_jpg.rf.d9a2f79ac2587c0d5184abb214e2ed6b.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,3033e38282e1e160,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-df299f331ee8,mendeley-cfc03d3bf44d,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_52/IMG20260212070202.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_52/IMG20260212070203.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,30381c4cacac8c8c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-df299f331ee8,mendeley-7c7907e3eca8,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_52/IMG20260212070202.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_52/IMG20260212070204.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,30381c4cacac8c8c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-cfc03d3bf44d,mendeley-7c7907e3eca8,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_52/IMG20260212070203.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_52/IMG20260212070204.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,30381c4cacac8c8c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
paper_dataset-ed00cc1ddb57,paper_dataset-b89c4315185a,paper_dataset,paper_dataset,InfectedFish/infected_685.png,InfectedFish/infected_730.png,InfectedFish,InfectedFish,,,dhash,3070e0c6868cc8e0,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
paper_dataset-ac52d17832c4,paper_dataset-5a8219934497,paper_dataset,paper_dataset,InfectedFish/infected_664.png,InfectedFish/infected_709.png,InfectedFish,InfectedFish,,,dhash,3070e0eea0808080,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
paper_dataset-2f76065c33a2,paper_dataset-6b3282213c2d,paper_dataset,paper_dataset,InfectedFish/infected_698.png,InfectedFish/infected_743.png,InfectedFish,InfectedFish,,,dhash,3070fb9ab361c080,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-6f47eb7d097a,current_freshwater-052a595522fe,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_115.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_70.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,3070fcdcb9fdfd78,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-6c6a20799ffd,current_freshwater-f8003e92a98f,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_242.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_300.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,30747a3278787818,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-d1041d812110,current_freshwater-d762ef4a27d4,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_168.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_156.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,30b8b8be760cc141,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-ab6201654d4d,current_freshwater-dccc9359f61c,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_33.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_60.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-ab6201654d4d,kaptai-88049a4ecf8f,current_freshwater,kaptai,train_split/Bacterial Red disease/Bacterial Red disease_33.jpg,Argulus/33.jpg,Bacterial Red disease,Argulus,Bacterial Red Disease,,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-ab6201654d4d,kaptai-c4d226ffdcbe,current_freshwater,kaptai,train_split/Bacterial Red disease/Bacterial Red disease_33.jpg,Redspot/Red Spot.jpg,Bacterial Red disease,Redspot,Bacterial Red Disease,,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-ab6201654d4d,roboflow-1f09d68d2814,current_freshwater,roboflow,train_split/Bacterial Red disease/Bacterial Red disease_33.jpg,train/Bacterial Red disease/Bacterial-Red-disease-36-_jpg.rf.46bd0ba73e3602c8691a9e8329471436.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-dccc9359f61c,kaptai-88049a4ecf8f,current_freshwater,kaptai,train_split/Bacterial Red disease/Bacterial Red disease_aug_60.jpg,Argulus/33.jpg,Bacterial Red disease,Argulus,Bacterial Red Disease,,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-dccc9359f61c,kaptai-c4d226ffdcbe,current_freshwater,kaptai,train_split/Bacterial Red disease/Bacterial Red disease_aug_60.jpg,Redspot/Red Spot.jpg,Bacterial Red disease,Redspot,Bacterial Red Disease,,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-dccc9359f61c,roboflow-1f09d68d2814,current_freshwater,roboflow,train_split/Bacterial Red disease/Bacterial Red disease_aug_60.jpg,train/Bacterial Red disease/Bacterial-Red-disease-36-_jpg.rf.46bd0ba73e3602c8691a9e8329471436.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
kaptai-88049a4ecf8f,roboflow-1f09d68d2814,kaptai,roboflow,Argulus/33.jpg,train/Bacterial Red disease/Bacterial-Red-disease-36-_jpg.rf.46bd0ba73e3602c8691a9e8329471436.jpg,Argulus,Bacterial Red disease,,Bacterial Red Disease,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
kaptai-c4d226ffdcbe,roboflow-1f09d68d2814,kaptai,roboflow,Redspot/Red Spot.jpg,train/Bacterial Red disease/Bacterial-Red-disease-36-_jpg.rf.46bd0ba73e3602c8691a9e8329471436.jpg,Redspot,Bacterial Red disease,,Bacterial Red Disease,dhash,30b8fce6e6f87830,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-0900e7adad70,roboflow-fefb927132b8,current_freshwater,roboflow,train_split/Viral diseases White tail disease/Viral diseases White tail disease_55.png,valid/Viral diseases White tail disease/Viral-diseases-White-tail-disease-2-_png.rf.d8ce84fa93f7a2deb9249a88456d1626.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,30bc9e9480e0b0b0,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-0f2df76d8b9a,roboflow-e15e2e475993,current_freshwater,roboflow,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_35.jpg,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-24-_jpg.rf.c3107b06a3d1fd5e74572eb931ac02c4.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,30d8c8c8c0f0f072,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
paper_dataset-c6d6ef93581f,paper_dataset-15e9bea2b3e8,paper_dataset,paper_dataset,InfectedFish/infected_315.png,InfectedFish/infected_364.png,InfectedFish,InfectedFish,,,dhash,30e0c18cc6c3e301,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-3c7efd4c3f0a,current_freshwater-7c002645244d,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_0.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_1.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,30e0e4c5e1703818,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-29a8d33b7f1a,kaptai-9b7cedbb985d,current_freshwater,kaptai,train_split/EUS/EUS_12.jpg,EUS/4.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,31880a3e3f1f3870,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-393748954768,current_freshwater-2f370387715d,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_228.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_139.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,32333333150f8727,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-28da08fe2313,current_freshwater-5fcf93e9a0db,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_250.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_66.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,32333333350f8727,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-72a8f4a3367e,kaptai-6e0e25fb781d,current_freshwater,kaptai,train_split/EUS/EUS_6.jpg,EUS/14.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,3296963633333378,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-3a258d315e4c,mendeley-386902caa336,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315104630.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104629.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333371585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-34806c8e06a0,mendeley-8dedeb0e1d09,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104631.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104633.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-34806c8e06a0,mendeley-f28f03802444,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104631.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104635.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-34806c8e06a0,mendeley-2fc0094f6a14,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104631.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104632.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-34806c8e06a0,mendeley-c46cf363f118,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104631.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104634.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-8dedeb0e1d09,mendeley-f28f03802444,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104633.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104635.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-8dedeb0e1d09,mendeley-2fc0094f6a14,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104633.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104632.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-8dedeb0e1d09,mendeley-c46cf363f118,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104633.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104634.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-f28f03802444,mendeley-2fc0094f6a14,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104635.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104632.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-f28f03802444,mendeley-c46cf363f118,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104635.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104634.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-2fc0094f6a14,mendeley-c46cf363f118,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104632.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104634.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,333379585858d8d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-008eeb78c489,current_freshwater-9fbae3f9f001,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_179.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_168.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,000011070eb8a839,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-e7139b1c3735,current_freshwater-958802d38f1b,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_165.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_135.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,3372830203230307,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-e7139b1c3735,current_freshwater-816d11fce62a,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_165.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_77.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,3372830203230307,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-c87a0cdb774e,current_freshwater-81678cc90007,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_157.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_308.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,337371e1c3430307,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-3d92c58cbf15,mendeley-2018dd6dd179,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_83/IMG20260315104202.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104201.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,3373725358717021,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-e59674fe285b,mendeley-831d21395371,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315105141.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315105143.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,3424e38090d9c9cd,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-e59674fe285b,mendeley-8af7a963c0a0,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315105141.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315105145.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,3424e38090d9c9cd,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-831d21395371,mendeley-8af7a963c0a0,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315105143.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315105145.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,3424e38090d9c9cd,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-23efb5a2d62d,mendeley-cd5c83121860,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_83/IMG20260315103816.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315103818_01.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,3434302969383834,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
